# Lumini 3.1.0 v1.9.4-116-gdf13ecd spectrum	30.09.2025 20:53:07 wavelength [nm] [Tab] light intensity Exposure time = 1 ms
wavelength	intensity
309.9	268
312.5	153
315.2	364
317.9	134
320.6	326
323.3	287
325.9	172
328.6	364
331.3	211
333.9	172
336.6	403
339.2	249
341.9	345
344.6	345
347.2	172
349.9	326
352.5	268
355.2	172
357.8	403
360.4	172
363.1	326
365.7	230
368.3	134
371.0	345
373.6	211
376.2	172
378.8	460
381.4	287
384.0	383
386.7	403
389.3	249
391.9	345
394.5	307
397.0	249
399.6	345
402.2	268
404.8	422
407.4	403
410.0	326
412.5	403
415.1	441
417.7	364
420.2	633
422.8	479
425.3	556
427.9	556
430.4	594
433.0	786
435.5	767
438.0	652
440.6	901
443.1	710
445.6	940
448.1	1017
450.6	806
453.1	1113
455.7	882
458.1	844
460.6	1209
463.1	1362
465.6	1727
468.1	1746
470.6	1400
473.0	1228
475.5	786
478.0	556
480.4	594
482.9	518
485.3	556
487.8	671
490.2	729
492.6	1554
495.1	2494
497.5	2648
499.9	2629
502.3	1554
504.7	786
507.1	652
509.5	518
511.9	921
514.3	978
516.7	710
519.1	825
521.4	518
523.8	479
526.2	614
528.5	403
530.9	537
533.2	518
535.6	479
537.9	633
540.2	633
542.5	806
544.9	1017
547.2	1093
549.5	1650
551.8	1631
554.1	1938
556.4	2475
558.7	2821
560.9	4010
563.2	6448
565.5	10708
567.7	11879
570.0	11859
572.2	10094
574.5	7081
576.7	7196
579.0	9192
581.2	11418
583.4	12109
585.6	10497
587.8	8904
590.0	8040
592.2	9460
594.4	12742
596.6	15601
598.8	16292
601.0	15218
603.1	14488
605.3	13395
607.4	11802
609.6	11053
611.7	10631
613.9	10055
616.0	9422
618.1	8463
620.3	7426
622.4	6275
624.5	5757
626.6	5507
628.7	5123
630.8	4797
632.8	4740
634.9	4317
637.0	4490
639.1	3934
641.1	3838
643.2	3857
645.2	3665
647.2	3511
649.3	3473
651.3	3051
653.3	3243
655.3	3051
657.3	2993
659.3	2897
661.3	2571
663.3	2686
665.3	2782
667.3	2705
669.3	2897
671.2	2782
673.2	2513
675.1	2667
677.1	2302
679.0	2168
680.9	1919
682.9	1631
684.8	1631
686.7	1400
688.6	1170
690.5	1247
692.4	1113
694.3	1132
696.2	1228
698.0	940
699.9	959
701.8	978
703.6	863
705.5	1113
707.3	844
709.1	901
711.0	997
712.8	901
714.6	997
716.4	940
718.2	844
720.0	978
721.8	786
723.6	844
725.4	825
727.1	537
728.9	767
730.7	767
732.4	690
734.2	786
735.9	633
737.6	786
739.4	748
741.1	690
742.8	786
744.5	652
746.2	575
747.9	806
749.6	671
751.3	748
753.0	690
754.6	498
756.3	690
758.0	710
759.6	556
761.3	786
762.9	690
764.5	806
766.2	921
767.8	806
769.4	844
771.0	806
772.6	614
774.2	786
775.8	479
777.4	652
779.0	537
780.5	479
782.1	614
783.7	498
785.2	479
786.8	594
788.3	441
789.8	498
791.4	652
792.9	441
794.4	633
795.9	518
797.4	498
798.9	748
800.4	556
801.9	633
803.4	537
804.9	422
806.4	710
807.8	594
809.3	786
810.7	1132
812.2	1247
813.6	2130
815.1	3511
816.5	5066
817.9	6006
819.4	6025
820.8	5546
822.2	5085
823.6	3742
825.0	2398
826.4	1381
827.8	921
829.1	825
830.5	633
831.9	575
833.3	633
834.6	345
836.0	556
837.3	594
838.7	422
840.0	537
841.4	403
842.7	364
844.0	537
845.3	287
846.7	345
848.0	479
849.3	326
850.6	460
851.9	326
853.2	307
854.5	460
855.7	307
857.0	403
858.3	422
859.6	134
860.8	498
862.1	287
863.3	249
864.6	518
865.8	249
867.1	460
868.3	441
869.5	191
870.8	460
872.0	326
873.2	249
874.4	383
875.6	287
876.8	345
878.0	326
879.2	307
880.4	441
